YEAR,QUARTER,AIRLINE NAME,CITY1,CITY2,PASSENGERS ON WAY,PASSENGERS RETURN,FREIGHT FROM CITY1 TO CITY2,FREIGHT FROM CITY2 TO CITY1
2015,Q1,SAFI AIRWAYS,KUALALUMPUR,DELHI,48035,51148,1122.4,1203
2015,Q1,SAUDIA,KUALALUMPUR,HYDERABAD,10041,11750,144.6,155.5
2015,Q1,SILK AIR,KUALALUMPUR,KOCHI,37672,40961,119.2,179
2015,Q1,SINGAPORE AIRLINES,KUALALUMPUR,KOLKATA,13183,13288,47.5,148.6
2015,Q1,SOUTHA AFRICAN AIRLINES,KUALALUMPUR,MUMBAI,30705,34222,983.4,1077.9
2015,Q1,SRILNKAN AIRWAYS,KUALALUMPUR,TIRUCHIRAPALLY,49840,52696,0,758.3
2015,Q1,SWISS AIR,KUALALUMPUR,VISAKHAPATNAM,1825,1484,0,0
2015,Q1,TAJIK AIR,KUNMING,KOLKATA,6531,7750,31.6,110.8
2015,Q1,THAI AIRWAYS,KUWAIT,AHMEDABAD,2658,3055,1.7,0.2
2015,Q1,TIGER AIRWAYS,KUWAIT,CHENNAI,13350,14323,30.7,422.7
2015,Q1,TRANSAERO AIRLINES,KUWAIT,DELHI,10143,9022,166.4,225.9
2015,Q1,TURKISH AIRLINES,KUWAIT,GOA,2455,3552,1.3,0.7
2015,Q1,TURKMENISTAN AIRLINES,KUWAIT,HYDERABAD,1332,1158,0,0
2015,Q1,UNITED AIRLINES,KUWAIT,KOCHI,10991,11953,58.1,109.4
2015,Q1,UNITED AIRLINES BANGLADESH LTD.,KUWAIT,KOZHIKODE,4889,5608,0,0
2015,Q1,UNITED PARCEL SERVICES,KUWAIT,MANGALORE,2931,2810,0,0
2015,Q1,UZBEKISTAN AIRWAYS,KUWAIT,MUMBAI,37922,50308,1184.5,1575
2015,Q1,VIRGIN ATLANTIC AIRLINES,KUWAIT,TRIVANDRUM,6507,7614,22.2,218
2015,Q1,YEMENIA AIRWAYS,LAHORE,DELHI,466,1484,14.7,4
2015,Q1,AIR INDIA,LEIPZIG,BENGALURU,0,0,0,2.6
2015,Q1,AIR INDIA EXPRESS,LEIPZIG,DELHI,0,0,863.5,2302.9
2015,Q1,INDIGO,LONDON,AHMEDABAD,4890,7480,0,0
2015,Q1,JET AIRWAYS,LONDON,AMRITSAR,0,5890,0,0
2015,Q1,SPICEJET,LONDON,BENGALURU,12586,15251,683.4,788.1
2015,Q1,AEROFLOT,LONDON,CHENNAI,7977,11632,441.3,801.4
2015,Q1,AEROLOGIC,LONDON,DELHI,122349,122506,4219,5875.1
2015,Q1,AIR ARABIA,LONDON,HYDERABAD,9436,12362,248.1,625
2015,Q1,AIR ASIA BERHAD,LONDON,MUMBAI,83375,94554,4312.8,5999.7
2015,Q1,AIR AUSTRAL,LUXEMBOURG,CHENNAI,0,0,0,0
2015,Q1,AIR CHINA,LUXEMBOURG,DELHI,0,0,0,0
2015,Q1,AIR FRANCE,MALE,BENGALURU,7293,7767,2.3,108.3
2015,Q1,AIR MANAS,MALE,CHENNAI,1475,2029,2.4,51.7
2015,Q1,AIR MAURITIUS,MALE,KOCHI,3547,4262,14.3,9
2015,Q1,AIR ASTANA,MALE,TRIVANDRUM,14129,17453,0.6,259.2
2015,Q1,AIR SEYCHELLES,MALPENSA,DELHI,7806,9260,190.7,109.3
2015,Q1,ALL NIPPON AIRWAYS,MANDALAY,GAYA,0,0,0,0
2015,Q1,ARIANA AFGHAN,MARUITIUS,BENGALURU,1574,1313,0,25.9
2015,Q1,ASIANA AIRLINES,MARUITIUS,CHENNAI,1464,2000,7.9,93.7
2015,Q1,AUSTRIAN AIRLINES,MARUITIUS,DELHI,6429,6722,33.6,258.6
2015,Q1,BANGKOK AIRWAYS,MARUITIUS,MUMBAI,9846,10564,16.5,304.9
2015,Q1,BHUTAN AIRLINES,MEDINA,DELHI,2317,2051,0,1.3
2015,Q1,BIMAN BANGLADESH,MEDINA,KOCHI,0,0,0,0
2015,Q1,BRITISH AIRWAYS,MEDINA,MUMBAI,3809,1730,0.2,2.5
2015,Q1,BUDHHA AIR,MELBOURNE,DELHI,8384,9132,64.1,181
2015,Q1,CATHAY PACIFIC,MOSCOW,DELHI,21827,27646,142.5,1151.2
2015,Q1,CHINA AIRLINES LTD,MOSCOW,GOA,12766,15118,0,9.3
2015,Q1,CHINA EASTERN AIRLINES,MUENCHEN,DELHI,15851,16968,933.8,1390.2
2015,Q1,CHINA SOUTHERN ,MUENCHEN,MUMBAI,13922,16445,1350.6,1095.1
2015,Q1,DELTA AIRLINES,MUSCAT,AHMEDABAD,4707,5771,0,1.7
2015,Q1,DRAGON AIR,MUSCAT,BENGALURU,8209,9954,34.8,247.9
2015,Q1,DRUK AIR,MUSCAT,CHENNAI,30121,33801,25,437.6
2015,Q1,EGYPT AIR,MUSCAT,DELHI,35904,36045,58.8,493.6
2015,Q1,EL-AL-ISRAEL,MUSCAT,GOA,83,268,0,2.5
2015,Q1,EMIRATES AIRLINE,MUSCAT,HYDERABAD,25550,28428,11.9,299
2015,Q1,ETHIOPIAN AIRLINES,MUSCAT,JAIPUR,11354,11904,38.5,73
2015,Q1,ETIHAD AIRLINES,MUSCAT,KOCHI,31070,32046,68.9,400.4
2015,Q1,EVA AIRWAYS,MUSCAT,KOZHIKODE,22325,25964,5.5,315.7
2015,Q1,FEDERAL EXPRESS,MUSCAT,LUCKNOW,8471,12525,3.2,72.9
2015,Q1,FINN AIR,MUSCAT,MANGALORE,3989,4508,1.2,0
2015,Q1,FLY DUBAI,MUSCAT,MUMBAI,54046,69319,256.2,740.2
2015,Q1,GULF AIR,MUSCAT,TRIVANDRUM,29767,31960,8.6,266.1
2015,Q1,IRAN AIR,NAIROBI,MUMBAI,23830,30259,74,1234.3
2015,Q1,IRAQI AIRWAYS,NARITA,DELHI,19836,23771,747.8,1425.1
2015,Q1,ISLAND AVIATION SERVICES,NARITA,MUMBAI,2125,2594,0,0
2015,Q1,JAPAN AIRLINES,NAVOI,DELHI,0,0,426,1030.9
2015,Q1,KALITTA AIR,NEW YORK,DELHI,19152,21087,452.9,387.5
2015,Q1,KAM AIR,NEW YORK,MUMBAI,1237,3185,0,0
2015,Q1,KENYA AIRWAYS,NEWARK,AHMEDABAD,8586,11323,0,0
2015,Q1,KLM AIRLINES,NEWARK,DELHI,20771,21661,460.6,591.8
2015,Q1,KOREAN AIR,NEWARK,MUMBAI,39718,47977,535.6,470.1
2015,Q1,KUWAIT AIRWAYS,OSAKA,DELHI,2128,2372,0,0
2015,Q1,LUFTHANSA,OSAKA,MUMBAI,283,179,0,0
2015,Q1,MAHAN AIR,PARIS,BENGALURU,14598,16914,759.8,1128.5
2015,Q1,MALAYSIA AIRLINES,PARIS,CHENNAI,1982,1574,0,0
2015,Q1,MALINDO AIRWAYS,PARIS,DELHI,37459,42004,1925.8,2296.2
2015,Q1,MARTIN AIR HOLLAND,PARIS,MUMBAI,34593,36814,1734,2249.8
2015,Q1,MIHIN LANKA,PARO,DELHI,4275,4534,0.9,3.3
2015,Q1,MYANMAR AIRLINES,PARO,KOLKATA,1976,1890,0,4.7
2015,Q1,NEPAL AIRLINES CORPORATION,PEKING,DELHI,23641,26547,963.2,975.4
2015,Q1,OMAN AIR,RANGOON,DELHI,577,468,0,0
2015,Q1,PAK INTERNATIONAL,RANGOON,GAYA,7245,6079,0.6,0
2015,Q1,QATAR AIRWATYS,RANGOON,KOLKATA,1718,2645,0,9.2
2015,Q1,REGENT AIRWAYS,RIYADH,BENGALURU,1424,1340,0,130.2
2015,Q1,SAFI AIRWAYS,RIYADH,CHENNAI,7352,7901,254.9,453.4
2015,Q1,SAUDIA,RIYADH,DELHI,22038,25210,83.6,1304.7
2015,Q1,SILK AIR,RIYADH,HYDERABAD,8933,10848,22.2,259.5
2015,Q1,SINGAPORE AIRLINES,RIYADH,KOCHI,7982,9634,44.6,539.1
2015,Q1,SOUTHA AFRICAN AIRLINES,RIYADH,KOZHIKODE,16602,23607,10.2,626
2015,Q1,SRILNKAN AIRWAYS,RIYADH,LUCKNOW,6972,10413,13.3,152
2015,Q1,SWISS AIR,RIYADH,MUMBAI,44601,55467,560.9,1110.7
2015,Q1,TAJIK AIR,RIYADH,TRIVANDRUM,4591,7557,5.1,88.7
2015,Q1,THAI AIRWAYS,ROME,DELHI,6921,12586,54.9,285.1
2015,Q1,TIGER AIRWAYS,SALALAH,KOCHI,997,1150,0,0
2015,Q1,TRANSAERO AIRLINES,SALALAH,KOZHIKODE,1839,2351,0,0
2015,Q1,TURKISH AIRLINES,SALALAH,TRIVANDRUM,579,963,0,0
2015,Q1,TURKMENISTAN AIRLINES,SANAA,MUMBAI,3542,4903,2.2,119.7
2015,Q1,UNITED AIRLINES,SEOUL,CHENNAI,0,0,0,0
2015,Q1,UNITED AIRLINES BANGLADESH LTD.,SEOUL,DELHI,12964,14159,730.3,226.3
2015,Q1,UNITED PARCEL SERVICES,SEOUL,MUMBAI,7125,9573,216.9,288
2015,Q1,UZBEKISTAN AIRWAYS,SEYCHELLES,MUMBAI,3374,3690,0.8,3.5
2015,Q1,VIRGIN ATLANTIC AIRLINES,SHANGHAI,DELHI,7583,7837,650.7,128
2015,Q1,YEMENIA AIRWAYS,SHANGHAI,MUMBAI,2335,2316,7,0
2015,Q1,AIR INDIA,SHARJAH,AHMEDABAD,13299,14524,6.4,164.6
2015,Q1,AIR INDIA EXPRESS,SHARJAH,BENGALURU,11992,13817,6.4,226.6
2015,Q1,INDIGO,SHARJAH,CHENNAI,13516,17417,1.5,224.7
2015,Q1,JET AIRWAYS,SHARJAH,COIMBATORE,9627,10190,5.3,145
2015,Q1,SPICEJET,SHARJAH,DELHI,28245,28810,89.4,468.9
2015,Q1,AEROFLOT,SHARJAH,GOA,8788,9944,9.6,38.7
2015,Q1,AEROLOGIC,SHARJAH,HYDERABAD,14193,14463,46.2,137.3
2015,Q1,AIR ARABIA,SHARJAH,JAIPUR,14356,14422,0,64.9
2015,Q1,AIR ASIA BERHAD,SHARJAH,KOCHI,57188,65196,51.4,750.4
2015,Q1,AIR AUSTRAL,SHARJAH,KOZHIKODE,41067,42697,8.7,597.2
2015,Q1,AIR CHINA,SHARJAH,MUMBAI,22348,28913,278.2,400.8
2015,Q1,AIR FRANCE,SHARJAH,NAGPUR,6055,7077,1,130.8
2015,Q1,AIR MANAS,SHARJAH,PUNE,5991,6978,0,0
2015,Q1,AIR MAURITIUS,SHARJAH,TRIVANDRUM,42675,44160,6.3,716.8
2015,Q1,AIR ASTANA,SHENZHEN,MUMBAI,0,0,0,41.6
2015,Q1,AIR SEYCHELLES,SINGAPORE,AHMEDABAD,7706,9926,313.1,470.7
2015,Q1,ALL NIPPON AIRWAYS,SINGAPORE,BENGALURU,33831,35561,1179.4,1225.5
2015,Q1,ARIANA AFGHAN,SINGAPORE,CHENNAI,88291,100794,1932.2,3074.2
2015,Q1,ASIANA AIRLINES,SINGAPORE,COIMBATORE,4322,5599,5.9,77.9
2015,Q1,AUSTRIAN AIRLINES,SINGAPORE,DELHI,86479,97730,3286.6,2623.3
2015,Q1,BANGKOK AIRWAYS,SINGAPORE,HYDERABAD,18410,22530,65.2,72.6
2015,Q1,BHUTAN AIRLINES,SINGAPORE,KOCHI,14492,18893,16.9,176.9
2015,Q1,BIMAN BANGLADESH,SINGAPORE,KOLKATA,12926,15222,364.9,709.2
2015,Q1,BRITISH AIRWAYS,SINGAPORE,MUMBAI,79324,94249,2588.2,2438.7
2015,Q1,BUDHHA AIR,SINGAPORE,TIRUCHIRAPALLY,37809,39224,0,220.1
2015,Q1,CATHAY PACIFIC,SINGAPORE,TRIVANDRUM,4053,5640,3.8,50.7
2015,Q1,CHINA AIRLINES LTD,SINGAPORE,VISAKHAPATNAM,2743,3649,1.1,7.8
2015,Q1,CHINA EASTERN AIRLINES,SYDNEY,DELHI,8292,9943,25.5,242.7
2015,Q1,CHINA SOUTHERN ,TAIPAE,DELHI,2595,6650,146.6,68.6
2015,Q1,DRAGON AIR,TAIPAE,MUMBAI,0,0,67.7,0
2015,Q1,DRUK AIR,TASHKENT,AMRITSAR,2667,3313,0.9,23.6
2015,Q1,EGYPT AIR,TASHKENT,DELHI,7553,9407,41.5,538.8
2015,Q1,EL-AL-ISRAEL,TEHRAN,DELHI,5027,4215,22.5,361.9
2015,Q1,EMIRATES AIRLINE,TEHRAN,MUMBAI,4494,4108,2.4,123.8
2015,Q1,ETHIOPIAN AIRLINES,TELAVIV,MUMBAI,8664,9773,269.7,392.5
2015,Q1,ETIHAD AIRLINES,TOKYO,DELHI,13445,13529,1123.6,793.2
2015,Q1,EVA AIRWAYS,TORONTO,DELHI,13272,12611,82.5,85
2015,Q1,FEDERAL EXPRESS,VIENNA,DELHI,13318,15529,563.8,707
2015,Q1,FINN AIR,ZURICH,DELHI,18380,19588,1038.7,1335.7
2015,Q1,FLY DUBAI,ZURICH,MUMBAI,14119,19185,1138,1533
2015,Q2,GULF AIR,ABUDHABI,AHMEDABAD,20070,23328,74.8,162.5
2015,Q2,IRAN AIR,ABUDHABI,BENGALURU,30924,27664,109.8,277.3
2015,Q2,IRAQI AIRWAYS,ABUDHABI,CHENNAI,29859,28746,36.1,188.2
2015,Q2,ISLAND AVIATION SERVICES,ABUDHABI,DELHI,60782,67951,1428.1,2038.7
2015,Q2,JAPAN AIRLINES,ABUDHABI,GOA,802,1606,12.1,6.4
2015,Q2,KALITTA AIR,ABUDHABI,HYDERABAD,37603,34543,55.9,443.5
2015,Q2,KAM AIR,ABUDHABI,JAIPUR,8775,9399,11.3,28.5
2015,Q2,KENYA AIRWAYS,ABUDHABI,KOCHI,60921,56916,140.6,628.8
2015,Q2,KLM AIRLINES,ABUDHABI,KOZHIKODE,38536,38163,6.2,476.1
2015,Q2,KOREAN AIR,ABUDHABI,LUCKNOW,13843,13832,0.1,105.5
2015,Q2,KUWAIT AIRWAYS,ABUDHABI,MANGALORE,19781,19570,0.3,9.2
2015,Q2,LUFTHANSA,ABUDHABI,MUMBAI,79788,83807,1487.5,2578.7
2015,Q2,MAHAN AIR,ABUDHABI,PUNE,8110,12676,0,0
